,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,185.00,147.00,144.00,144.00,3,-165.33,28.38,-156.95
1,530.822,190.00,153.00,148.00,146.00,3,172.55,13.36,-156.56
2,1066.312,163.00,125.00,126.00,131.00,3,-169.29,29.15,-152.41
3,1560.73,168.00,119.00,119.00,118.00,3,-170.48,14.61,-152.55
4,2084.509,110.00,51.00,48.00,45.00,3,-170.43,13.16,-151.86
5,2595.859,33.00,19.00,23.00,24.00,3,-171.09,18.21,-152.63
6,3108.058,81.00,15.00,14.00,14.00,3,-172.54,22.44,-153.33
7,3639.243,19.00,12.00,11.00,11.00,3,-170.35,17.12,-158.75
8,4139.843,18.00,13.00,15.00,14.00,3,-169.57,10.80,-160.34
9,4665.841,22.00,16.00,16.00,16.00,3,-169.24,8.42,-159.60
10,5175.045,137.00,60.00,54.00,52.00,3,-168.21,8.12,-160.25
11,5705.898999999999,149.00,79.00,78.00,79.00,3,-165.26,13.93,-154.25
12,6231.091,161.00,111.00,111.00,105.00,3,-163.31,26.56,-152.81
13,6768.589000000001,172.00,141.00,140.00,140.00,3,-162.25,30.19,-151.84
14,7253.384999999999,156.00,124.00,120.00,118.00,3,-161.85,28.13,-152.77
15,7774.8330000000005,195.00,163.00,167.00,169.00,3,-163.51,24.66,-156.51
16,8283.67,167.00,137.00,134.00,131.00,3,-166.65,29.99,-165.82
17,8810.743999999999,156.00,133.00,130.00,132.00,3,-166.48,28.53,172.64
18,9317.381,169.00,143.00,139.00,137.00,3,-163.35,22.32,152.85
19,9846.446,153.00,128.00,127.00,125.00,3,-154.39,13.36,133.88
20,10370.983,152.00,124.00,124.00,126.00,3,-150.76,10.96,134.28
21,10881.225,160.00,111.00,107.00,106.00,3,-149.23,10.80,134.80
22,11389.499,117.00,72.00,75.00,74.00,3,-147.61,12.42,136.85
23,11931.545,57.00,51.00,53.00,54.00,3,-148.33,13.31,140.45
24,12425.239,67.00,55.00,58.00,58.00,3,-146.24,11.36,141.58
