,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,34.00,16.00,14.00,14.00,3,174.97,15.40,-156.53
1,507.717,146.00,115.00,117.00,117.00,3,175.01,15.43,-156.61
2,1034.965,139.00,108.00,105.00,106.00,3,-177.03,32.55,-154.40
3,1554.748,51.00,16.00,16.00,17.00,3,-162.30,35.54,-142.98
4,2071.6890000000003,16.00,7.00,7.00,7.00,3,-164.99,33.82,-143.56
5,2579.664,6.00,2.00,2.00,3.00,3,-170.22,15.75,-151.17
6,3106.2470000000003,26.00,5.00,4.00,2.00,3,-171.69,4.47,-153.32
7,3612.485,6.00,1.00,2.00,4.00,3,-172.39,3.09,-156.15
8,4152.383000000001,33.00,2.00,3.00,2.00,3,-172.32,1.22,-154.96
9,4650.329,8.00,5.00,3.00,3.00,3,-171.27,1.04,-155.19
10,5175.678,11.00,4.00,3.00,4.00,3,-168.63,6.51,-164.49
11,5683.1050000000005,0.00,-1.00,-2.00,-3.00,3,-159.41,18.83,168.37
12,6233.052,5.00,5.00,5.00,4.00,3,-144.12,9.27,143.64
13,6719.407999999999,-2.00,-3.00,-2.00,-2.00,3,-135.45,3.64,112.63
14,7256.665,-2.00,-2.00,-1.00,0.00,3,-130.60,0.64,86.34
15,7753.652,88.00,34.00,34.00,34.00,3,-128.20,-1.19,76.48
16,8335.337000000001,134.00,101.00,101.00,101.00,3,-129.00,-1.07,78.54
17,8821.191,185.00,133.00,133.00,133.00,3,-145.00,2.46,127.90
18,9316.627,170.00,120.00,120.00,120.00,3,-143.91,12.38,177.38
19,9835.395999999999,125.00,88.00,88.00,88.00,3,-143.17,11.11,177.72
20,10352.771,30.00,11.00,9.00,9.00,3,-141.45,12.30,179.51
21,10862.806,5.00,-3.00,-3.00,-4.00,3,-141.65,16.36,174.71
22,11408.984999999999,10.00,1.00,3.00,3.00,3,-135.63,13.47,172.04
23,11898.013,62.00,18.00,22.00,23.00,3,-135.68,3.70,-161.63
24,12425.48,52.00,11.00,11.00,12.00,3,-144.94,1.85,-155.34
