,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.032,61.00,28.00,25.00,22.00,3,168.09,16.77,-158.92
1,507.73900000000003,188.00,144.00,144.00,143.00,3,168.01,16.90,-159.17
2,1015.2460000000001,179.00,126.00,123.00,125.00,3,173.36,24.95,-160.16
3,1563.2569999999998,50.00,20.00,18.00,20.00,3,-174.94,25.30,-156.30
4,2052.406,17.00,9.00,7.00,6.00,3,-175.91,25.78,-156.72
5,2580.6079999999997,71.00,36.00,38.00,37.00,3,-176.36,16.52,-158.57
6,3088.458,169.00,117.00,118.00,117.00,3,-177.54,10.06,-157.82
7,3618.267,164.00,136.00,137.00,137.00,3,-172.63,20.05,-152.64
8,4138.075,169.00,118.00,119.00,119.00,3,-168.61,27.96,-155.66
9,4650.706999999999,64.00,33.00,33.00,34.00,3,-167.69,25.73,-158.86
10,5160.319,24.00,9.00,12.00,13.00,3,-167.59,28.81,-157.46
11,5687.736,38.00,23.00,22.00,23.00,3,-171.36,24.32,-159.45
12,6196.718,138.00,90.00,92.00,92.00,3,-172.74,12.11,-155.60
13,6720.885,185.00,135.00,132.00,131.00,3,-172.28,16.29,-155.46
14,7230.312,125.00,80.00,82.00,83.00,3,-167.29,29.11,-157.28
15,7754.723,31.00,16.00,17.00,16.00,3,-165.13,25.75,-158.55
16,8283.663,32.00,14.00,12.00,9.00,3,-166.17,30.51,-158.20
17,8819.656,101.00,56.00,57.00,57.00,3,-168.57,12.65,-156.86
18,9300.319,180.00,117.00,119.00,118.00,3,-170.11,8.48,-155.25
19,9894.037,200.00,143.00,142.00,143.00,3,-166.85,29.44,-157.12
20,10334.476,172.00,101.00,102.00,102.00,3,-164.17,32.81,-159.08
21,10862.167,38.00,14.00,13.00,14.00,3,-164.52,27.36,-160.48
22,11384.914999999999,25.00,14.00,11.00,11.00,3,-165.12,33.47,-158.02
23,11899.592,22.00,10.00,9.00,10.00,3,-170.20,21.90,-159.41
24,12406.515000000001,68.00,22.00,22.00,22.00,3,-175.39,13.70,-157.73
25,12961.349,63.00,17.00,17.00,17.00,3,-174.16,21.18,-157.10
