,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,148.00,109.00,109.00,111.00,3,-163.80,24.92,-160.60
1,479.114,139.00,113.00,113.00,113.00,3,-172.65,18.98,-160.37
2,1004.3169999999999,28.00,115.00,113.00,112.00,3,-168.95,31.25,-153.17
3,1512.213,14.00,105.00,105.00,104.00,3,-171.03,19.86,-157.73
4,2041.347,12.00,46.00,45.00,44.00,3,-171.63,19.99,-158.80
5,2547.931,16.00,3.00,5.00,7.00,3,-172.65,21.09,-160.03
6,3076.113,16.00,6.00,5.00,6.00,3,-171.72,23.60,-155.47
7,3583.653,14.00,3.00,4.00,5.00,3,-170.11,19.11,-157.58
8,4121.112,27.00,13.00,13.00,13.00,3,-171.59,17.70,-158.03
9,4626.171,141.00,77.00,78.00,75.00,3,-171.53,18.30,-157.81
10,5152.797,167.00,139.00,135.00,136.00,3,-171.14,27.59,-159.56
11,5656.585,167.00,134.00,133.00,133.00,3,-167.82,33.14,-158.96
12,6187.477000000001,156.00,124.00,125.00,125.00,3,-167.14,32.45,-164.68
13,6720.294,144.00,117.00,118.00,117.00,3,-167.71,31.60,-166.78
14,7223.025,69.00,73.00,73.00,73.00,3,-173.77,30.70,170.63
15,7729.819,51.00,53.00,52.00,51.00,3,-174.25,16.36,149.54
16,8278.483,38.00,28.00,29.00,29.00,3,-166.81,6.49,139.19
17,8765.668,27.00,9.00,9.00,9.00,3,-159.25,3.49,131.43
18,9303.22,32.00,15.00,16.00,15.00,3,-151.42,3.28,122.67
19,9802.706,28.00,7.00,8.00,8.00,3,-150.67,3.41,121.88
20,10330.515,33.00,11.00,12.00,11.00,3,-148.24,3.10,122.35
21,10843.797,74.00,16.00,14.00,13.00,3,-148.48,3.18,122.83
22,11365.387,38.00,12.00,13.00,13.00,3,-149.01,3.62,125.40
23,11877.657,41.00,14.00,14.00,14.00,3,-149.21,3.25,126.84
24,12419.942000000001,46.00,18.00,17.00,16.00,3,-147.29,2.84,127.35
