,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,40.00,11.00,12.00,12.00,3,178.23,21.18,-158.55
1,493.595,24.00,4.00,4.00,3.00,3,170.66,16.66,-157.10
2,1024.016,17.00,5.00,3.00,2.00,3,172.21,17.37,-159.53
3,1517.63,12.00,1.00,1.00,2.00,3,176.15,19.12,-163.92
4,2056.133,16.00,3.00,2.00,3.00,3,-174.22,30.04,172.72
5,2553.885,13.00,1.00,2.00,2.00,3,-166.06,22.39,148.59
6,3085.123,21.00,7.00,6.00,6.00,3,-157.84,12.61,122.22
7,3613.069,82.00,2.00,2.00,2.00,3,-157.37,12.27,122.83
8,4117.269,224.00,2.00,1.00,1.00,3,-157.01,12.58,122.70
9,4631.142,210.00,4.00,2.00,2.00,3,-156.58,14.03,126.32
10,5170.548,203.00,2.00,2.00,3.00,3,-155.68,18.12,137.45
11,5659.108,179.00,3.00,3.00,3.00,3,-155.25,18.24,136.31
12,6192.808999999999,59.00,4.00,2.00,2.00,3,-153.96,18.40,135.83
13,6694.594999999999,41.00,1.00,1.00,1.00,3,-154.40,18.67,137.35
14,7221.174,31.00,2.00,2.00,1.00,3,-148.87,16.78,136.35
15,7729.079,26.00,3.00,1.00,0.00,3,-146.80,14.63,134.76
16,8257.369,20.00,0.00,0.00,0.00,3,-147.92,14.59,155.29
17,8767.971,27.00,1.00,0.00,0.00,3,-150.83,8.76,171.27
18,9303.223,146.00,64.00,64.00,64.00,3,-166.97,2.54,-162.69
19,9804.432,170.00,116.00,115.00,116.00,3,-169.58,6.03,-162.22
20,10334.472,165.00,117.00,117.00,117.00,3,-165.31,22.20,-159.00
21,10838.52,163.00,108.00,107.00,108.00,3,-164.51,23.83,-162.31
22,11368.112,156.00,102.00,102.00,103.00,3,-163.18,30.86,-163.85
23,11886.293,154.00,102.00,101.00,102.00,3,-164.87,24.45,-157.01
24,12420.912,150.00,96.00,97.00,97.00,3,-164.28,32.91,-160.79
25,12910.078,144.00,95.00,98.00,93.00,3,-162.86,36.33,-160.62
26,13447.186,143.00,92.00,93.00,95.00,3,-166.63,22.10,-157.27
