,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,122.00,124.00,123.00,124.00,3,-172.97,21.25,-161.24
1,528.101,122.00,112.00,112.00,112.00,3,-172.74,21.33,-161.32
2,1036.4869999999999,112.00,91.00,91.00,90.00,3,-161.63,34.99,-147.45
3,1543.7479999999998,37.00,17.00,17.00,18.00,3,-162.98,30.21,-152.57
4,2089.895,15.00,10.00,10.00,11.00,3,-164.70,31.53,-153.71
5,2581.163,28.00,14.00,12.00,12.00,3,-165.89,18.82,-159.17
6,3108.7259999999997,25.00,10.00,11.00,10.00,3,-165.80,13.25,-158.49
7,3612.325,28.00,13.00,13.00,13.00,3,-160.06,10.43,-132.52
8,4143.4980000000005,36.00,17.00,16.00,14.00,3,-157.75,-1.99,-83.40
9,4660.185,39.00,10.00,12.00,13.00,3,-148.21,21.70,-123.86
10,5177.842,148.00,140.00,142.00,143.00,3,-163.18,18.35,-153.58
11,5683.329,153.00,148.00,148.00,146.00,3,-163.68,17.59,-154.84
12,6212.2390000000005,143.00,136.00,139.00,139.00,3,-178.57,38.20,165.55
13,6719.045999999999,142.00,134.00,133.00,134.00,3,-179.58,24.62,153.56
14,7250.829000000001,30.00,117.00,118.00,117.00,3,-179.92,24.70,153.85
15,7757.952,25.00,115.00,114.00,115.00,3,-179.14,26.86,154.93
16,8281.329,50.00,110.00,108.00,109.00,3,-173.69,26.20,171.48
17,8788.785,116.00,121.00,121.00,119.00,3,-172.60,22.80,174.38
18,9322.082999999999,100.00,61.00,61.00,63.00,3,-172.64,35.43,179.27
19,9828.079000000002,20.00,8.00,7.00,8.00,3,-172.26,60.11,-175.93
20,10371.409,20.00,11.00,11.00,11.00,3,-172.97,52.85,-168.88
21,10861.847,73.00,45.00,44.00,45.00,3,-175.98,18.67,-160.01
22,11389.473,154.00,125.00,126.00,130.00,3,-174.89,11.86,-160.43
23,11898.005,163.00,137.00,135.00,139.00,3,-170.10,30.20,-158.75
24,12426.361,147.00,123.00,124.00,124.00,3,-163.98,49.56,-160.31
25,12934.028,153.00,122.00,121.00,118.00,3,-166.09,43.93,-161.16
