,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,24.00,4.00,4.00,5.00,3,171.84,11.83,-160.55
1,493.46099999999996,24.00,9.00,9.00,9.00,3,171.83,11.84,-160.73
2,1023.609,29.00,19.00,17.00,16.00,3,-177.51,17.94,-164.36
3,1533.35,36.00,22.00,21.00,21.00,3,-172.27,21.10,-169.93
4,2058.292,181.00,95.00,95.00,95.00,3,-171.38,26.14,176.78
5,2577.814,187.00,133.00,133.00,134.00,3,-170.51,26.86,177.26
6,3098.172,183.00,126.00,130.00,126.00,3,-169.27,32.52,-179.55
7,3601.703,81.00,123.00,121.00,123.00,3,-168.43,31.71,175.89
8,4141.573,41.00,134.00,134.00,134.00,3,-170.31,31.23,173.49
9,4641.752,61.00,35.00,34.00,34.00,3,-170.63,31.65,175.24
10,5162.629,45.00,22.00,23.00,25.00,3,-169.05,27.01,-180.00
11,5673.459,46.00,14.00,12.00,11.00,3,-170.40,26.86,-178.18
12,6201.107999999999,35.00,5.00,5.00,6.00,3,-171.36,24.20,-177.16
13,6718.357,41.00,9.00,8.00,7.00,3,-169.71,28.49,-174.30
14,7234.748,166.00,97.00,99.00,97.00,3,-171.29,21.92,-174.78
15,7746.282,168.00,109.00,110.00,111.00,3,-172.23,22.60,-174.39
16,8280.962000000001,164.00,113.00,115.00,115.00,3,-172.34,32.62,-176.13
17,8781.428,165.00,98.00,98.00,94.00,3,-172.87,32.15,-178.67
18,9307.455,104.00,65.00,64.00,64.00,3,-179.81,19.51,157.94
19,9838.936,68.00,39.00,41.00,41.00,3,-175.67,5.62,144.08
20,10342.618999999999,50.00,25.00,26.00,25.00,3,-164.44,-2.03,138.01
21,10850.425,41.00,13.00,12.00,11.00,3,-157.50,-4.07,133.82
22,11390.856,43.00,18.00,17.00,17.00,3,-147.63,-5.21,124.95
23,11886.298,41.00,12.00,12.00,10.00,3,-142.22,-5.37,119.38
24,12420.979000000001,64.00,20.00,22.00,22.00,3,-143.55,-5.80,121.75
