,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,67.00,14.00,13.00,13.00,3,168.90,13.86,-157.16
1,527.663,161.00,125.00,124.00,124.00,3,168.89,13.81,-157.17
2,1038.7340000000002,67.00,111.00,108.00,107.00,3,176.00,26.49,-156.13
3,1563.2079999999999,28.00,105.00,108.00,107.00,3,-164.85,25.27,-147.16
4,2068.2299999999996,33.00,84.00,84.00,84.00,3,-167.14,24.73,-149.57
5,2596.755,58.00,28.00,26.00,25.00,3,-168.92,20.84,-150.19
6,3107.5370000000003,53.00,5.00,5.00,8.00,3,-169.10,20.19,-147.97
7,3630.306,48.00,5.00,4.00,4.00,3,-169.28,21.50,-148.66
8,4156.615000000001,44.00,8.00,8.00,6.00,3,-168.98,21.61,-148.69
9,4664.681,37.00,5.00,5.00,7.00,3,-168.83,21.09,-150.49
10,5176.72,116.00,45.00,45.00,45.00,3,-170.39,17.52,-151.12
11,5710.455,132.00,100.00,99.00,100.00,3,-170.15,21.37,-151.34
12,6204.568,195.00,124.00,123.00,124.00,3,-172.67,46.46,-168.53
13,6737.8679999999995,150.00,116.00,113.00,112.00,3,-175.06,40.11,166.43
14,7274.497,111.00,79.00,79.00,78.00,3,-179.34,22.24,148.06
15,7772.2210000000005,111.00,64.00,64.00,64.00,3,-178.74,20.00,145.68
16,8298.28,51.00,44.00,41.00,40.00,3,-173.01,3.93,135.23
17,8827.035,54.00,51.00,54.00,50.00,3,-160.64,-1.87,122.62
18,9315.690999999999,36.00,22.00,22.00,24.00,3,-153.62,-3.88,115.61
19,9844.465,91.00,67.00,79.00,70.00,3,-146.44,-5.51,110.68
20,10351.922999999999,28.00,15.00,12.00,13.00,3,-144.20,-5.53,109.30
21,10879.739000000001,35.00,22.00,21.00,20.00,3,-143.53,-4.79,110.26
22,11390.17,125.00,44.00,41.00,41.00,3,-143.62,-4.49,110.40
23,11916.365000000002,133.00,96.00,97.00,97.00,3,-149.12,-1.61,121.07
24,12439.527999999998,125.00,86.00,85.00,86.00,3,-156.44,3.54,141.10
25,12952.166,110.00,73.00,75.00,75.00,3,-157.57,5.25,148.72
