,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.029,38.00,11.00,9.00,8.00,3,-164.71,28.93,-159.27
1,510.63199999999995,153.00,122.00,124.00,125.00,3,170.52,18.45,-157.43
2,1046.88,149.00,123.00,120.00,120.00,3,172.98,17.73,-158.11
3,1548.699,47.00,13.00,11.00,10.00,3,-165.73,34.30,-151.94
4,2074.603,17.00,11.00,10.00,10.00,3,-166.04,31.06,-153.90
5,2583.539,12.00,6.00,5.00,4.00,3,-166.08,29.52,-151.72
6,3109.015,10.00,1.00,0.00,0.00,3,-167.51,8.05,-151.87
7,3618.262,30.00,12.00,13.00,14.00,3,-166.56,9.01,-152.36
8,4167.424999999999,34.00,10.00,9.00,7.00,3,-163.13,22.37,-171.64
9,4653.251,48.00,26.00,24.00,25.00,3,-160.44,22.40,145.97
10,5187.894,161.00,108.00,109.00,108.00,3,-150.16,7.10,113.04
11,5692.221,196.00,139.00,139.00,139.00,3,-151.59,6.41,111.33
12,6215.472,164.00,121.00,120.00,121.00,3,-157.17,8.90,113.62
13,6801.249000000001,163.00,118.00,118.00,117.00,3,-157.80,8.30,112.26
14,7252.718,164.00,112.00,110.00,111.00,3,-159.27,8.39,113.35
15,7762.353,174.00,98.00,100.00,101.00,3,-158.76,8.43,113.77
16,8292.742,155.00,99.00,99.00,99.00,3,-157.14,8.49,114.57
17,8795.861,53.00,16.00,17.00,19.00,3,-157.34,8.13,114.20
18,9326.264,31.00,7.00,9.00,10.00,3,-155.59,9.11,113.55
19,9831.935,29.00,10.00,10.00,11.00,3,-143.68,8.59,112.88
20,10358.328,24.00,8.00,7.00,8.00,3,-143.21,6.98,112.49
21,10881.634999999998,30.00,14.00,16.00,14.00,3,-143.15,11.97,145.78
22,11394.01,22.00,10.00,9.00,9.00,3,-146.65,16.03,177.19
23,11901.308,22.00,6.00,4.00,2.00,3,-150.45,17.68,-168.66
24,12446.642,30.00,14.00,14.00,15.00,3,-155.66,18.54,-152.20
