,timestamp,flex_1,flex_2,flex_3,flex_4,IMU_status,yaw,pitch,row
0,0.030000000000000002,77.00,15.00,14.00,14.00,3,139.97,22.54,-159.03
1,529.337,86.00,99.00,99.00,99.00,3,138.48,21.48,-161.27
2,1045.253,0.00,68.00,66.00,68.00,3,139.13,34.77,-160.10
3,1572.4530000000002,-2.00,74.00,74.00,73.00,3,148.05,38.42,-155.43
4,2071.562,11.00,1.00,0.00,1.00,3,142.26,33.09,-159.98
5,2617.107,14.00,-6.00,-5.00,-5.00,3,141.79,32.60,-158.36
6,3107.6220000000003,27.00,-7.00,-7.00,-7.00,3,141.11,32.82,-154.82
7,3635.021,-1.00,-8.00,-8.00,-8.00,3,139.91,31.48,-155.54
8,4142.058,-2.00,-7.00,-6.00,-6.00,3,141.52,24.53,-157.02
9,4672.11,12.00,-5.00,-4.00,-4.00,3,141.60,17.57,-155.23
10,5192.178,27.00,-2.00,-2.00,-2.00,3,140.41,33.63,167.43
11,5705.673,26.00,-1.00,-1.00,0.00,3,150.94,26.76,128.20
12,6212.627,60.00,21.00,21.00,21.00,3,160.79,14.20,105.85
13,6741.977000000001,117.00,67.00,67.00,68.00,3,160.99,14.52,106.04
14,7251.464,149.00,96.00,96.00,96.00,3,159.80,15.71,105.76
15,7777.1720000000005,149.00,108.00,108.00,108.00,3,158.21,18.46,113.12
16,8283.667,142.00,107.00,108.00,108.00,3,158.67,18.66,113.77
17,8808.163,125.00,94.00,93.00,93.00,3,158.61,18.34,113.30
18,9330.055,134.00,98.00,101.00,102.00,3,158.49,18.47,113.24
19,9848.488,137.00,97.00,94.00,94.00,3,159.45,18.54,113.04
20,10356.780999999999,118.00,84.00,83.00,83.00,3,159.90,18.64,112.83
21,10886.363,126.00,83.00,83.00,82.00,3,160.31,19.19,114.75
22,11387.362,103.00,67.00,67.00,71.00,3,159.70,20.51,161.40
23,11919.383,117.00,85.00,83.00,82.00,3,155.49,27.14,-156.24
24,12426.72,124.00,90.00,89.00,89.00,3,154.49,25.44,-144.10
25,12955.39,123.00,91.00,88.00,88.00,3,159.38,24.07,-147.56
